Company,Job_title,Location,Salary,Work Type,Skill,Job_Desc,Links
Yanoshi Omiyage,Sales Sosial Media,"Bekasi Selatan, Bekasi, Jawa Barat, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Admin Sales Sosial Media, Social Media Management, Sales, Social Media Strategy","Mengelola aktifitas penjualan di platform media sosial (Instagram, Facebook, TikTok) dan e-commerce (Shopee, Tokopedia) untuk produk souvenir khas Jepang, Menangani pemesanan, pembayaran, dan pengiriman barang dengan efisien., Mengelola administrasi penjualan dan menyusun penjualan secara berkala., Membantu Merancang dan mengimplementasikan strategi pemasaran di media sosial",https://glints.com/id/opportunities/jobs/sales-sosial-media/57e869e1-62aa-4731-b0ec-8b986213ac79?utm_referrer=explore
VONA,E-Commerce Specialist,"Kelapa Dua, Tangerang, Banten, Indonesia",Rp5jt-Rp7jt,Penuh Waktu,"Microsoft Excel, everything related to marketing and branding of a product through a digital platform, E-commerce Platform","In charge of company accounts in e-commerce platforms (Shopee, Tokopedia, Lazada, etc)., Managing and maintaining company website, ensuring it functions smoothly, is user-friendly, and up-to-date., Creating and optimizing product listings, including product descriptions, images, and prices., Monitoring and controlling inventory levels to avoid overstock or stockouts., Executing digital marketing campaigns, including email marketing, social media marketing, and online advertising., Analyzing e-commerce data to measure performance, identify trends, and make data-driven decisions., Monitoring the e-commerce landscape and staying updated on industry trends and competitor activities., Evaluating sales performance and identifying areas for growth and optimization., Provide secretarial support for CEO office related matter and also business trip., Organizing appointments and agendas.",https://glints.com/id/opportunities/jobs/e-commerce-specialist/23923600-5368-46b0-983b-d663c03f797a?utm_referrer=explore
Pt Via Pulsa Global Indonesia,Finance Supervisor,"Kapanewon Ngaglik, Sleman, DI Yogyakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Memastikan operasional perusahaan berjalan dengan baik melalui pengelolaan keuangan., Membuat time schedule pembayaran tagihan perusahaan., Membuat time schedule penagihan/pemotongan piutang karyawan., Mengelola kegiatan penerimaan dan pencatatan uang pembayaran dari pelanggan (sales) secara tertib dan akurat., Mengelola kegiatan pembayaran pada pelanggan (convert) agar pembayaran tepat waktu dan akurat., Mengelola kegiatan pencatatan semua transaksi keuangan secara akurat dan tepat waktu., Mengelola penggunaan dan pencatatan kas perusahaan secara cermat dan profesional., Mengelola kegiatan pembayaran aneka tagihan supplier dan melakukan pencatatannya secara cermat dan akurat., Mengelola kegiatan pembayaran gaji,  asuransi dan kebutuhan internal lainnya serta melakukan pencatatannya secara cermat dan akurat., Mengevaluasi hasil pelaksanaan rencana dan program., pengumpulan data untuk WRM.",https://glints.com/id/opportunities/jobs/finance-supervisor/ecca878f-4e6a-4b05-8cfd-391af8f76626?utm_referrer=explore
Ikonsultan Inovatama,Java Software Engineer,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",Rp10jt-Rp25jt,Kontrak,"Apache Kafka, Eureka, Spring Framework, Kubernetes & Docker, Microservice Architecture, DevOps, Ci/cd","Proficiency in Java programming., Strong knowledge of the Spring Framework, particularly Spring Boot for building microservices., Understand the principles and best practices of microservices architecture., Experience in designing and developing microservices., Be adept at creating RESTful APIs using Spring Boot., Familiarity with containerization technologies like Docker., Experience with container orchestration platforms such as Kubernetes., Knowledge of various database systems, both relational and NoSQL., Expertise in data modeling for microservices., Understanding of API gateways, Familiarity with service discovery tools like Eureka or Consul., Experience with message brokers like Apache Kafka or RabbitMQ., Knowledge of event-driven architecture patterns., Proficiency in securing microservices, including authentication and authorization., Knowledge of OAuth, JWT, and SSL/TLS., Experience with Continuous Integration and Continuous Deployment (CI/CD) pipelines., Familiarity with tools like Jenkins, Travis CI, or GitLab CI/CD., Unit testing, integration testing, and end-to-end testing using tools like JUnit and Postman., Basic knowledge of DevOps practices, including infrastructure as code (IaC)., Understanding of cloud platforms like AWS, Azure, or Google Cloud., Proficiency with monitoring tools like Prometheus, Grafana, or ELK stack (Elasticsearch, Logstash, Kibana)., Experience in application performance monitoring., Strong documentation skills for maintaining code and system documentation., Familiarity with version control systems like Git., Strong problem-solving skills., Good communication and collaboration skills for working in a team., An understanding of agile methodologies., Depending on the industry you work in, domain-specific knowledge can be crucial. For example, financial services, healthcare, e-commerce, etc., Knowledge of techniques for optimizing the performance and scalability of microservices., Implementing mechanisms to make microservices fault-tolerant and resilient., Keeping up-to-date with security best practices to protect microservices against vulnerabilities., The field of microservices is constantly evolving. A willingness to learn and adapt to new technologies and best practices is crucial.",https://glints.com/id/opportunities/jobs/java-software-engineer/57435a79-8b8f-4ea4-bad6-9a172578fb82?utm_referrer=explore
PT Istana Surya Perkasa,Sales Executive,"Sawahan, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Sales and Marketing, B2b Sales, Retail Sales","Laki- Laki, maksimal 38 tahun, Pendidikan minimal SMA/SMK/D1 (Teknik Mesin diutamakan), Pengalaman minimal 2 tahun di bidang yang sama, Kemampuan komunikasi dan negosiasi yang baik, Memahami penjualan mesin, sparepart dan dinami, Pengetahuan tentang administrasi sales  teknologi informasi diperlukan, Bersedia dinas luar kota dan pulau, Diutamakan menguasai wilayah Indonesia Barat ( JABAR, DKI, BANTEN, & SUMATERA), Penempatan Surabaya",https://glints.com/id/opportunities/jobs/sales-executive/f142a78e-98ce-4e61-b418-e00c746bd662?utm_referrer=explore
PT. Eversaas Power Technology,Presales System Engineer,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Rp6jt-Rp10jt,Penuh Waktu,,"Pria Usia min. 25 tahun, Pendidikan min. D3 / S1 Jurusan Telekomunikasi atau Komputer, Pengalaman minimal 2 tahun sebagai sales IT, Komputer, Internet, telekomunikasi dan sejenisnya, (Diutamakan yang pernah bekerja di bidang ISP / ERP/ SOFTWARE/ security), Jujur, pekerja keras dan dapat bekerja sama dengan Team, Fasih dalam menggunakan Ms Office dan bidang IT, Memiliki kendaraan bermotor, Lokasi Penempatan di Jakarta Barat",https://glints.com/id/opportunities/jobs/presales-system-engineer/782b0292-4a8b-4eab-81a3-435c13cd85b4?utm_referrer=explore
Cuts and Beyond,Hair Stylist/Salon,"Cisauk, Tangerang, Banten, Indonesia","Rp2,8jt",Penuh Waktu,,,https://glints.com/id/opportunities/jobs/hair-stylist-salon/a042b65f-027d-4687-bd78-43ccc2089404?utm_referrer=explore
MII CMT Indonesia,Fashion Designer,"Karawaci, Tangerang, Banten, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Memiliki pengalaman sebagai Fashion Designer perusahaan garment, khususnya di garment ready to wear, mengerti alur proses produksi lebih disukai., Mampu mengoperasikan program komputer design seperti coreldraw, photoshop atau illustrator, bisa menggambar menggunakan pad / digital drawing., Update dengan trend lokal dan international dan mengerti cara mengaplikasikannya ke dalam produk., Terlibat dalam proses pembuatan prototipe, fitting sample, dan memastikan product ready to produce, Melakukan pre-costing, Memperhatikan detail dan kualitas, pastikan produk jadi memenuhi standar perusahaan, Mengerti basic jahit dan pembuatan pola pakaian akan diutamakan",https://glints.com/id/opportunities/jobs/fashion-designer/ec2194be-7f91-4d43-ab5f-2ca4c4b920e7?utm_referrer=explore
Oakberry Indonesia,Açaí Bowl Maker and Customer Service,"Kuta, Badung, Bali, Indonesia","Rp3,5jt-Rp4,5jt",Penuh Waktu,,,https://glints.com/id/opportunities/jobs/acai-bowl-maker-and-customer-service/61155f10-a046-4362-8764-835dc64c5171?utm_referrer=explore
Indonesia Global Solusindo,RPA Software Developer (UIPATH),"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Robotic Process Automation Developer, RPA Uipath, Software Development",,https://glints.com/id/opportunities/jobs/rpa-software-developer-uipath/02e00d3f-9354-44ae-ab83-c14924ef3419?utm_referrer=explore
Sasmita Property,Sales Executive Property,"Bogor Barat, Bogor, Jawa Barat, Indonesia",Perusahaan tidak menampilkan gaji,Kontrak,,,https://glints.com/id/opportunities/jobs/sales-executive-property/3ee9d842-c525-4b72-b314-45c3b5163247?utm_referrer=explore
PT. TREASURE SHIP INDONESIA,Editor Video & Film,"Kemayoran, Jakarta Pusat, DKI Jakarta, Indonesia",Rp100rb-Rp3jt,Paruh Waktu,"Photo & Video Editing, Video Editor, Video Editing, Adobe After Effects, Adobe Premiere Pro",,https://glints.com/id/opportunities/jobs/editor-video-and-film/b56b9293-247a-4a6a-a5ed-43d22a4a42a2?utm_referrer=explore
PT. KREASI PEMUDA BANGSA (AKSEL),Sales Online [Heater Water Company],"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Sales Management, Sales, Admin Sales E-Commerce","Umur Max 35 Tahun, Pendidikan min SMA/SMK Sederajat, Berpengalaman min 1 Tahun menjadi Sales Online atau Digital Marketing E-Commerce dan Sales Retail, Paham strategi marketing di E-commerce atau platform online lainnya, Menguasai ads marketplace dan media sosial, Teliti, mempunyai kemampuan berkomunikasi yang baik dan Analysis Thinking yang bagus, Kreatif dan Fast Response, Target Oriented, Self Motivated and Hard Worker, Terbiasa bekerja dengan target penjualan, time management yang baik dan loyal, Terbiasa bekerja dengan deadline, dan mempunyai problem solving yang baik, Mampu bekerjasama secara individu maupun tim",https://glints.com/id/opportunities/jobs/sales-online-heater-water-company/0d6e586b-308e-4b0b-a93b-17ce81d92e63?utm_referrer=explore
PT Perisai Cakrawala Indonesia (OmKirim),Kurir - Jagakarsa,"Jagakarsa, Jakarta Selatan, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Bertanggung Jawab, Disiplin, Kurir","Diutamakan berdomisili di area tersebut, Pernah bekerja sebagai Kurir dan Ojek Online Usia 18-40 tahun, Memiliki Motor & SIM C aktif, Memiliki HP Android, Bertanggung jawab, Pekerja keras",https://glints.com/id/opportunities/jobs/kurir-jagakarsa/ea46553e-e9db-417b-9c19-cbe860e893fc?utm_referrer=explore
PT Perisai Cakrawala Indonesia (OmKirim),Kurir - Pejaten Timur,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Bertanggung Jawab, Jujur Dan Pekerja Keras, Kurir","Diutamakan berdomisili di area Pejaten Timur, Pernah bekerja sebagai Kurir dan Ojek Online Usia 18-40 tahun, Memiliki Motor & SIM C aktif, Memiliki HP Android, Bertanggung jawab, Pekerja keras",https://glints.com/id/opportunities/jobs/kurir-pejaten-timur/a3185ed5-4bf8-477e-955a-6e71a9bc26cb?utm_referrer=explore
PT Perisai Cakrawala Indonesia (OmKirim),Kurir - Pejaten Barat,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Bertanggung Jawab, Kurir, Pekerja Keras","Diutamakan berdomisili di area Pejaten Barat, Pernah bekerja sebagai Kurir dan Ojek Online Usia 18-40 tahun, Memiliki Motor & SIM C aktif, Memiliki HP Android, Bertanggung jawab, Pekerja keras",https://glints.com/id/opportunities/jobs/kurir-pejaten-barat/b28fb70d-d368-4f0b-bf47-498adf9e0561?utm_referrer=explore
PT Panca Makmur Baru,Sopir logistic dan kurir,"Cakung, Jakarta Timur, DKI Jakarta, Indonesia",Rp3jt,Kontrak,,"Mengemudikan kendaraan dengan aman dan bertanggung jawab., Mengantarkan barang atau karyawan ke tujuan sesuai dengan rute yang ditentukan., Memastikan kondisi kendaraan dalam keadaan baik dan melakukan perawatan rutin., Mematuhi peraturan lalu lintas dan menjaga keamanan selama perjalanan.",https://glints.com/id/opportunities/jobs/sopir-logistic-dan-kurir/f68dfdd5-949b-4dac-b678-c0356ff2e2ac?utm_referrer=explore
Pt. Trawlbens Teknologi Anak Indonesia,Resepsionis Internship,"Tebet, Jakarta Selatan, DKI Jakarta, Indonesia",Rp800rb-Rp2jt,Magang,"Fast Learner, Memiliki Kemampuan Komunikasi Yang Baik, Good Attitude",,https://glints.com/id/opportunities/jobs/resepsionis-internship/62648b67-11ac-40c5-a52a-c4e20c35fda1?utm_referrer=explore
Lpk Wiwitan Baru,Pengajar Bahasa Jepang Wilayah Bali,"Kuta Selatan, Badung, Bali, Indonesia","Rp4,3jt-Rp5,1jt",Penuh Waktu,,,https://glints.com/id/opportunities/jobs/pengajar-bahasa-jepang-wilayah-bali/30e7d75f-1af2-4a89-bd06-da33cdea447a?utm_referrer=explore
PT. Padma Raharja Sentosa,Sales Marketing KPR,"Larangan, Tangerang, Banten, Indonesia",Rp2jt-Rp4jt,Penuh Waktu,,"Membuat Strategi Promosi yang Menarik, Memasarkan Produk dengan Baik, Menjalin Hubungan Baik dengan Nasabah, Developer & Property Agent., Lokasi Penempatan: Tangerang (Alam Sutera).",https://glints.com/id/opportunities/jobs/sales-marketing-kpr/b388f60a-6248-421a-8c00-afd220ba0759?utm_referrer=explore
Jogja Tama,Copywriter,"Kapanewon Mlati, Sleman, DI Yogyakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Insight, Article Writing, Copywriting","Maks umur 30 tahun, Minimal pendidikan diploma, Memiliki laptop pribadi, Menguasai Ms. Office, Familiar dalam penulisan caption atau artikel, Memahami SEO development, Update terkait pengembangan dan memahami insight sosial media (instagram, tiktok, facebook, dll), Melakukan penjadwalan konten menggunakan tools, Melakukan analisa dan mencatat engagement setiap konten yang telah diposting, Memiliki pengalaman lebih disukai, Mampu bekerja dalam tim dan komunikatif, Berdomisili dan memiliki KTP DIY (lebih diutamakan)",https://glints.com/id/opportunities/jobs/copywriter/47d09582-53d4-4617-82cc-67e9f3ab6613?utm_referrer=explore
RADIANCE ASAHI MAS,Content Creator Kecantikkan,"Kalideres, Jakarta Barat, DKI Jakarta, Indonesia",Rp3jt-Rp7jt,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/content-creator-kecantikkan/9ad3aa30-51cf-4c59-a559-8a26632353cf?utm_referrer=explore
PT Lionel Jaya Logistic,Content Creator (Host & Talent),"Benda, Tangerang, Banten, Indonesia","Rp5jt-Rp6,5jt",Penuh Waktu,,"Wanita, usia maksimal 27 tahun, Pendidikan min SMA / Sederajat, Tinggi badan min 160 cm / BB ideal, Aktif di media sosial (IG, Tiktok), Memiliki pengalaman sebagai host / content creator, Memiliki komunikasi yang baik & percaya diri, Berani berpenampilan menarik, Mampu mengoperasikan software / aplikasi editing foto & video",https://glints.com/id/opportunities/jobs/content-creator-host-and-talent/8e657dc3-cc31-459d-af01-bb946dcfdae5?utm_referrer=explore
Bikinidcard,SEO WEBSITE (Kusus Domisili Jogja Bantul ),"Kapanewon Sewon, Bantul, DI Yogyakarta, Indonesia","Rp1,8jt-Rp2jt",Penuh Waktu,"Search Engine Optimization (SEO), SEO, Seo On Page, Seo Marketing","Mengoptimasi ranking SEO website, Optimasi On dan Off Page, Riset keyword, Backlink, Bikin artikel",https://glints.com/id/opportunities/jobs/seo-website-kusus-domisili-jogja-bantul/69f6e989-99d5-4c8b-b4ab-950697e595de?utm_referrer=explore
Pt Pohon Mas Sejahtera,IT Support,"Cakung, Jakarta Timur, DKI Jakarta, Indonesia","Rp3,5jt-Rp5jt",Penuh Waktu,"CONTENT MEDIA SOCIAL SPECIALIST, Software Engineering, Hardware Troubleshooting",,https://glints.com/id/opportunities/jobs/it-support/3ebcbf63-e1a9-40b6-b548-969fca4a32d2?utm_referrer=explore
PT Amanah Amarta,Management Trainee,"Rungkut, Surabaya, Jawa Timur, Indonesia","Rp3,3jt-Rp4,5jt",Penuh Waktu,"Mechanical Engineering, Electrical Engineering, Fresh Graduate","Pendidikan min. D3 Teknik Mesin/Teknik Elektro, Terbuka untuk Fresh Graduate, Memiliki kemampuan analitis yang kuat, pemecahan masalah, memiliki jiwa kepemimpinan & kemampuan komunikasi baik, Memiliki pengalaman aktif dalam kegiatan organisasi lebih disukai, Siap ditugaskan di Surabaya",https://glints.com/id/opportunities/jobs/management-trainee/e9a1d302-e9ea-4288-9302-b6c2364f783e?utm_referrer=explore
PT Cyber Futures Jakarta,Manager,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",Rp6jt-Rp10jt,Penuh Waktu,,"Melakukan perencanaan, pengembangan, implementasi, dan pelaksanaan rencana pemasaran strategis, Memimpin tim Telemarketing dan Business Consultant, Mengidentifikasi masalah yang dihadapi Nasabah dan mencari peluang, Ikut Andil Membantu merekrut team Telemarketing dan Business Consultant, Menjaga hubungan baik dengan nasabah",https://glints.com/id/opportunities/jobs/manager/13ea51d8-aef4-42bd-ac0a-674efeb211ea?utm_referrer=explore
MICPURA PRINTING,ADMIN DESIGN PERCETAKAN,"Pondok Gede, Bekasi, Jawa Barat, Indonesia","Rp2,3jt-Rp3,5jt",Penuh Waktu,,"LAKI - LAKI, Lulusan SMA/SMK/Sederajat, Maks. 27 Tahun, Belum Menikah ( Syarat Utama ), Sehat Jasmani & Rohani",https://glints.com/id/opportunities/jobs/admin-design-percetakan/fd3f6329-5de2-4ad1-bdf3-2601ff8a14eb?utm_referrer=explore
PT VPlus Platinum 8 Indonesia,Business Development,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/business-development/e764cc06-5ff5-424c-8a24-ec4215acf99a?utm_referrer=explore
PT INTI SURYA LABORATORIUM,Laboran,"Cisauk, Tangerang, Banten, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Mempersiapkan alat laboratorium, Membersihkan alat laboratorium, Menjaga kebersihan di laboratorium",https://glints.com/id/opportunities/jobs/laboran/598a63b2-53e9-438d-b25d-31fb8d02849f?utm_referrer=explore
PT INTI SURYA LABORATORIUM,Sampler,"Cisauk, Tangerang, Banten, Indonesia","Rp2,5jt",Penuh Waktu,,,https://glints.com/id/opportunities/jobs/sampler/2cac6fdd-83a7-46cc-9a5e-6e9602023788?utm_referrer=explore
PT INTI SURYA LABORATORIUM,Sales,"Cisauk, Tangerang, Banten, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/sales/2f5c602e-16cf-4324-90f7-9d5423850139?utm_referrer=explore
Harian Disway,Marketing Executive and Event,"Sukolilo, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/marketing-executive-and-event/717831a0-1661-4a15-ada7-cbdbc27f88bf?utm_referrer=explore
Penta Natural Kosmetindo,Intern E - Commerce,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Magang,,,https://glints.com/id/opportunities/jobs/intern-e-commerce/b40c4fa4-96a1-4373-8fdd-8e95d5cbb72b?utm_referrer=explore
Una Brands,Digital Ads Intern,"Cipayung, Jakarta Timur, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Magang,,"Mengidentifikasi masalah atau peluang yang bisa diselesaikan menggunakan digital ads, Menganalisa performa ad campaign sebelumnya dan memberikan saran untuk keputusan action plan berdasarkan data, Membantu merencanakan ad campaign di Facebook Ads dan TikTok Ads secara detail mulai dari konsep, ad copy, ad creative, measurement plan, dan KPI, Menyiapkan brief iklan untuk creative design agar produksi iklan berjalan sesuai rencana konsep dan timeline, Bereksperimen dengan kreatif, targeting, platform, placement, copywriting, topik baru dengan melakukan A/B testing dalam rangka mengoptimasi kampanye",https://glints.com/id/opportunities/jobs/digital-ads-intern/0071eeac-889f-4b7f-8451-096b9973f78e?utm_referrer=explore
PT. Cipta Krida Bahari,Health Safety Environment (HSE Internship),"Cilandak, Jakarta Selatan, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Magang,"Microsoft Excel, Microsoft Visio, Communication",,https://glints.com/id/opportunities/jobs/health-safety-environment-hse-internship/425065b8-f46c-409e-bf73-27b11682f2cc?utm_referrer=explore
