Company,Job_title,Location,Salary,Skill,Job_Desc,Links
PT Cilia Prisma Utama Makmur,Marketing Executive  - Banten,"Serang, Serang, Banten, Indonesia","Rp4,5jt-Rp5jt","Penjualan Dan Pemasaran, Sales, Sales Marketing","Posisi ini juga berlaku bagi Marketing Executive, Sales Representative, Business Development Officer dan Account Executive, Membuka pasar dan mencari pelanggan baru di pasar traditional, retail dan pareto, Bertanggung jawab atas mencapai target penjualan dan kunjungan yang telah ditetapkan perusahaan, Menjaga hubungan baik dengan pelanggan, Memastikan proses penjualan berjalan dengan lancar, Bertanggung jawab atas penagihan terhadap pelanggan, Membuat laporan harian, mingguan dan bulanan, Bersedia ditempatkan area Serang dan Tangerang",https://glints.com/id/opportunities/jobs/marketing-executive-banten/fa5ab68b-8796-4244-b6fe-25db9757317f?utm_referrer=explore
PT Inti Nya Teknologi,Teknisi Ritel,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Rp5jt-Rp6jt,"Good Comunication Skill, Disiplin, Analytical Skills, Teknik Mesin, Membaca gambar teknik","Memperbaiki produk elektronik perusahaan, Memasang produk elektronik perusahaan, Memperbaiki produk elektronik customer yang rusak, Mampu menjelaskan bagaimana cara memperbaiki dan penyebab rusaknya barang elektronik",https://glints.com/id/opportunities/jobs/teknisi-ritel/5a77c8e2-ded6-40d3-848b-5c2c08c29e6e?utm_referrer=explore
Layz Production,[CLOSED] Software Engineer 1,"Samatiga, Kab. Aceh Barat, Nanggroe Aceh Darussalam, Indonesia",Rp5jt-Rp7jt,"JavaScript, Java, Java Programming","Membangun perangkat lunak yang kuat dan skalabel dengan membangun fitur baru, debugging, dan mengoptimalkan aplikasi, Menulis kode bersih untuk mengembangkan aplikasi web fungsional, Berkolaborasi dengan pengembang front-end untuk mengintegrasikan elemen yang terlihat oleh pengguna dengan logika sisi server, Mengembangkan dan mengusulkan produk atau fitur baru dengan memantau industri, Bekerja sama dengan desainer, manajer produk, dan administrator sistem untuk mengidentifikasi dan membangun fitur baru",https://glints.com/id/opportunities/jobs/closed-software-engineer-1/f49c2596-941f-499c-be56-4e77d2fa6240?utm_referrer=explore
AL-WILDAN ISLAMIC SCHOOL 4 JAKARTA SELATAN,LOWONGAN GURU SD (ENGLISH MATH SCIENCE),"Cilandak, Jakarta Selatan, DKI Jakarta, Indonesia",Rp4jt-Rp5jt,"Bahasa Inggris Aktif, Bisa Mengajar, mendidik","Membuat perencanaan pembelajaran, Mengajar English, Math, dan Science level SD, Memberikan aktivitas pelajaran dan penilaian kepada siswa, Membuat laporan nilai dan perkembangan siswa, Mengikuti kegiatan akademik maupun non akademik yang diadakan oleh sekolah, Bertanggung jawab atas pemenuhan pengajaran dan pendidikan yang diberikan kepada siswa",https://glints.com/id/opportunities/jobs/lowongan-guru-sd-english-math-science/4e92428f-c0b2-4b16-ab32-f8c8c509d642?utm_referrer=explore
PT.Midtou Bali,Sopir,"Denpasar Timur, Denpasar, Bali, Indonesia",Rp1jt-Rp2jt,"Disiplin Dan Jujur, Memiliki Kemampuan Komunikasi Yang Baik, Mengemudi Dengan Baik","Mengemudikan kendaraan dengan aman dan bertanggung jawab., Mengantarkan karyawan ke tujuan sesuai dengan rute yang ditentukan., Memastikan kondisi kendaraan dalam keadaan baik dan melakukan perawatan rutin., Mematuhi peraturan lalu lintas dan menjaga keamanan selama perjalanan.",https://glints.com/id/opportunities/jobs/sopir/203c2d9c-0fec-405a-96af-d72666f0263a?utm_referrer=explore
Pt Tns Raksasa Indonesia,Content Creator & Host Live Streaming,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Rp4jt-Rp5jt,"Work Under Pressure, Target Oriented, Host Live, Content Writing, Persuasive Selling, Content Creator, Social Media, Handle Social Media, host live streaming, Siap Bekerja Dengan Target, Good Communication Skills, Content Marketing, Content Strategy","Disediakan mess karyawan (Free)., Tidak perlu memiliki pengalaman kerja (freshgraduate dapat melamar)., Memperoleh bonus komisi (bila target penjualan tercapai)., Lingkungan kerja yang nyaman.",https://glints.com/id/opportunities/jobs/content-creator-and-host-live-streaming/9e64cc56-412d-43be-9077-e2fda275e5fc?utm_referrer=explore
YUMICO,Sopir Pengiriman (DRIVER),"Denpasar Timur, Denpasar, Bali, Indonesia",Rp3jt-Rp3jt,"Memiliki Sim A Dan Sim C, Jujur Dan Pekerja Keras, Driver","Pria & wanita maksimal28 tahun, Pendidikan minimal SMA/SMKSEderajat, Memiliki pengalaman sama dalam bidangnya, Berpenampilan menarik; jujur, mampu bekerja dalam tim, Mampu berkomunikasi dengan baik, Tidak sedang kuliah & Single",https://glints.com/id/opportunities/jobs/sopir-pengiriman-driver/4649b596-10d5-41c0-8bc1-99f117ea2bd5?utm_referrer=explore
Sekolah Budi Luhur (SMP-SMA-SMK) Kota Tangerang,Guru SMK (Desain Komunikasi Visual),"Karang Tengah, Tangerang, Banten, Indonesia","Rp4jt-Rp4,5jt","saya mampu mengoperasikan software design, Memiliki Kemampuan Komunikasi Yang Baik, mampu mengajar","Membuat perencanaan pembelajaran, Memberikan aktivitas pelajaran dan penilaian kepada siswa, Membuat laporan nilai dan perkembangan siswa, Mengikuti kegiatan akademik maupun non akademik yang diadakan oleh sekolah, Bertanggung jawab atas pemenuhan pengajaran dan pendidikan yang diberikan kepada siswa",https://glints.com/id/opportunities/jobs/guru-smk-desain-komunikasi-visual/35da1ef2-3a36-4e77-9d67-2c35b82000a7?utm_referrer=explore
Taplink Indonesia,Sales Canvasing,"Denpasar Utara, Denpasar, Bali, Indonesia","Rp2,5jt-Rp5jt","Microsoft Powerpoint, Microsoft Excel, Presentation Skills","Memasarkan Taplink ke brand/seller yang growing dan terkenal., Bertanggung jawab untuk membangun, memelihara, memperluas hubungan yang erat dan konstruktif dengan merek/penjual terkenal., Memaksimalkan brand/penjual untuk menggunakan semua fitur Taplink dengan semestinya (termasuk fitur berbayar dan lain-lain)., Bekerja sama dengan tim lain untuk mendukung, menyelesaikan, dan mensukseskan merek dalam menggunakan Taplink., Mengumpulkan feedback dan Insight dari market untuk terus meningkatkan konten dan pengalaman pelanggan., Bekerja sama dengan manajer untuk membangun dan menumbuhkan fondasi yang kuat dari divisi Pengembangan Bisnis.",https://glints.com/id/opportunities/jobs/sales-canvasing/bf74f23e-3b7a-4b7c-b993-06c35acf9b43?utm_referrer=explore
Mils Technologies,Livestreamer,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Rp4jt-Rp5jt,"Rajin Bertanggung Jawab, Berkomunikasi Dengan Baik, Good Selling Skill","Bekerja hanya 4 jam sehari, Mendapatkan Gaji Pokok + Komisi penjualan dari omzet yang dihasilkan",https://glints.com/id/opportunities/jobs/livestreamer/23c977ff-e491-4c6b-b8fa-5de04f62c541?utm_referrer=explore
MR Printing & Packaging,Content Creator,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia","Rp1,5jt-Rp3,5jt","Corel Draw, Content Creator, Graphic Design, Adobe Illustrator, Social Media Strategy, Basic Photo/video Editing, Creative Strategy, Adobe Photoshop","Bertanggung jawab untuk membuat, memproduksi dan mengunggah konten baik berupa graphic design maupun video di social media terutama di Instagram dan Tiktok, Membuat konten plan dan riset konten yang sedang trending, Menganalisa performa konten dan metrics untuk memperbaiki konten, Memperkenalkan produk social media untuk live atau konten, Membuat laporan harian dan mingguan",https://glints.com/id/opportunities/jobs/content-creator/901cf50a-25d9-4f4e-9db8-3ec73811958e?utm_referrer=explore
GreenBox Data Center,Teknisi Handphone,"Cikupa, Kab. Tangerang, Banten, Indonesia",Rp5jt-Rp6jt,"servis hp, Repair Handphone, Soldering skill, Teknisi Handphone, micro soldering iron, Handphone Technician, Motherboard Soldering, Soldering","Melakukan analisis terhadap kerusakan mesin server, Komponen mesin server mirip dengan komponen handphone, Melakukan proses reparasi mesin server yang mengalami kerusakan, Melakukan uji coba terhadap mesin server yang sudah direparasi, Bekerja shifting, Bekerja mobile area site jabodetabek dan sekitarnya",https://glints.com/id/opportunities/jobs/teknisi-handphone/2cf7ab10-2cba-4998-8d0a-b12ea1f82340?utm_referrer=explore
PT Berkah Lancar Abaditama,Sales Promotion Girl,"Taman, Sidoarjo, Jawa Timur, Indonesia","Rp2,8jt-Rp3jt","Public Speaking, Good Communication Skills, Sales Marketing","Menawarkan, mempromosikan, menjual dan memberikan penjelasan mengenai produk yang di jual, Menjawab pertanyaan konsumen dengan baik, Membantu transaksi penjualan produk dengan calon konsumen",https://glints.com/id/opportunities/jobs/sales-promotion-girl/99dabe50-98e1-4e4c-9d92-374ee57bae90?utm_referrer=explore
Activate Asia Group,Sales Promotor Printer,"Makassar, Makassar, Sulawesi Selatan, Indonesia",Rp3jt-Rp7jt,"Penjualan Dan Pemasaran, Marketing, Memiliki Kemampuan Komunikasi Yang Baik, Persuasive Selling, Penjualan, Pemasaran & Promosi, Sales, B2b Sales, Strategi Penjualan","Laki-Laki / Perempuan, max 35 tahun, Pendidikan terakhir minimal SMA/SMK/ Sederajat, Memiliki pengalaman kerja sebagai Sales Promotor (produk Handphone / Gadget), Memiliki pengetahuan dasar seputar printer & percetakan, Dapat bergabung secepatnya, Berdomisili di kota kebutuhan (Makassar)",https://glints.com/id/opportunities/jobs/sales-promotor-printer/8e4aa538-f462-408b-83a2-fb47c8ca1fae?utm_referrer=explore
Turnkey Group,Trading Analyst,"Parongpong, Kab. Bandung Barat, Jawa Barat, Indonesia","Rp3,5jt-Rp4jt","Ketelitian, Finance Analyst, Forex Trading, Analytical Skills, Trading","Fresh graduates from any major are welcome to apply, with preference given to candidates pursuing a degree in Finance, Economics, Business, Mathematics, Statistics, or a related field., Familiarity with financial markets and investment concepts., Strong analytical skills, with the ability to identify trends in data, Proficiency in Excel or other spreadsheet software., Effective written and verbal communication skills., Ability to work well in a team and fast-paced environment., Genuine interest in financial markets and trading., Available for shifting work schedules to accommodate trading hours and market needs.",https://glints.com/id/opportunities/jobs/trading-analyst/21afb4c7-fb20-46ec-8ccd-359971392806?utm_referrer=explore
Arca's Coffee & Eatery,Barista,"Serpong, Tangerang Selatan, Banten, Indonesia",Rp2jt-Rp3jt,"Barista And Waiters, Barista And Bartender, Barista","Umur Maks 24 Tahun, Berpenampilan rapih, Tertarik dengan dunia kopi, Tidak harus ada pengalaman (tapi yang ada pengalaman aka diprioritaskan), Bersedia bekerja di hari libur, Jujur dan ada niat untuk bekerja",https://glints.com/id/opportunities/jobs/barista/8b26383d-60da-4d08-98b5-1b64b3578aba?utm_referrer=explore
PT SWAPRO INTERNATONAL,Sales Promotor Hitachi,"Ciracas, Jakarta Timur, DKI Jakarta, Indonesia","Rp4,9jt-Rp4,9jt","Social Media Marketing, Sales, Sales Marketing","Mengidentifikasi dan menghubungi prospek potensial di area yang ditugaskan., Mempromosikan dan menjual produk seperti microwafe, ricecooker, tv,freezer, ac DLL. dan layanan perusahaan kepada pelanggan potensial., Membangun dan menjaga hubungan bisnis yang baik dengan pelanggan yang ada., Mencapai target penjualan yang ditetapkan oleh perusahaan., Mengikuti perkembangan pasar dan tren industri terkait., Memberikan layanan pelanggan yang superior dan menjawab pertanyaan atau masalah pelanggan dengan cepat dan efektif., Mengumpulkan dan menyampaikan informasi pasar dan umpan balik pelanggan kepada tim manajemen.",https://glints.com/id/opportunities/jobs/sales-promotor-hitachi/b772f15a-aadc-4344-9e44-b34953770a20?utm_referrer=explore
OTT InfoTech,Account Executive 会计助理,"Nongsa, Batam, Kepulauan Riau, Indonesia","USD1,1rb-USD1,4rb","Finance Accounting, Accounting, Account Management","編制會計報表、帳目核對、管理和現金流量報告, 確保財務資料的完整性, 履行管理層分配的其他相關職責",https://glints.com/id/opportunities/jobs/account-executive-会计助理/09587705-697e-4fad-9db2-cd35c11464ae?utm_referrer=explore
PT Daiichi Mandiri Automation,Full Stack IT Engineer,"Sawah Besar, Jakarta Pusat, DKI Jakarta, Indonesia",Rp6jt-Rp9jt,"Node.js, .NET, Flutter, Vue.js, Html / Css / Bootstrap, AngularJS, Kotlin Android, Database","Merancang aspek arsitektur software maupun hardware IT dalam sebuah sistem automation., Mengaplikasikan konsep desain sistem tersebut (melalui penentuan Software Stack & penentuan perangkat yang sesuai dengan konsep), Melakukan trial, commissioning, troubleshooting & adjustment pada sistem yang dibangun., Berkomunikasi dan berkoordinasi dengan baik antar sesama tim projek & customer untuk memastikan pekerjaan berjalan dengan lancar dan selesai dengan rentang waktu yang telah disetujui dengan customer., Melaporkan hasil pekerjaan kepada atasan.",https://glints.com/id/opportunities/jobs/full-stack-it-engineer/187cd2b4-6018-4a81-936b-c32d0de5b317?utm_referrer=explore
Pt Mahakarya Sukses Indonesia,Senior Marketing Manager,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Rp30jt-Rp50jt,"Marketing Management, Analytical Skills, Marketing Strategy, Marketing Campaign","Bachelor's degree in Marketing or related field., Minimum 8 years of marketing experience, with a focus on strategic planning., Proven leadership skills with the ability to inspire and mentor a team., In-depth knowledge of digital marketing, SEO, and social media trends., Exceptional analytical and communication abilities., Creative thinker with a customer-centric approach., Budget management expertise.",https://glints.com/id/opportunities/jobs/senior-marketing-manager/e925bb38-10af-45cc-bdee-81a09f4c59f4?utm_referrer=explore
PT Samator Indo Gas Tbk,Sales Executive,"Rambipuji, Kab. Jember, Jawa Timur, Indonesia",Rp4jt-Rp5jt,"Sales and Marketing, Sales, B2b Sales","Mengatur dan melakukan kunjungan penjualan, Membuat proposal terperinci dan materi untuk presentasi kepada klien, Menawarkan kepada klien tentang layanan dan penawaran perusahaan, Menjaga hubungan dengan klien dengan memberikan dukungan dan informasi, Menyarankan peluang baru dan solusi, Bekerja sama dengan tim Pemasaran untuk menyusun paket layanan, Memberikan tanggapan yang cepat terhadap pertanyaan atau penyelesaian keluhan klien, Membantu mencapai target penjualan, Mengelola catatan aktivitas penjualan dan menyusun laporan penjualan",https://glints.com/id/opportunities/jobs/sales-executive/090ecd85-ee13-45eb-a26b-42882405eea5?utm_referrer=explore
OTT InfoTech,Account Executive 会计助理,"Makasar, Jakarta Timur, DKI Jakarta, Indonesia","USD1rb-USD1,4rb","Accurate (accounting), Accounting, Account Management","編制會計報表、帳目核對、管理和現金流量報告, 確保財務資料的完整性, 履行管理層分配的其他相關職責",https://glints.com/id/opportunities/jobs/account-executive-会计助理/4b79898c-a733-43de-b5d1-e10512e733c2?utm_referrer=explore
OTT InfoTech,Customer Service Representative 行销客服,"Medan Area, Medan, Sumatera Utara, Indonesia","USD1rb-USD1,4rb","Customer Service, Customer Support, Customer Relationship","確保向客戶提供的服務符合合同關鍵績效指標, 明確客戶要求；提出更多問題以更好地理解問題，使用知識和資源適當提供解 決方案, 認真傾聽客戶的需求和疑慮；同時與客戶建立融洽關係, 使用商定的程式以禮貌、友好和專業的方式迎接客戶, 深入瞭解我們的標準操作程式 (SOP)，以確保最標準和最準確的支援形式, 接待來自香港、臺灣、中國等國家的客戶詢問, 處理投訴並提供説明解決問題且確保客戶滿意, 提供有關最新促銷和優惠的資訊, 引導顧客玩新遊戲, 提供卓越的客戶服務",https://glints.com/id/opportunities/jobs/customer-service-representative-行销客服/31653272-8a90-4793-b318-2287768ab972?utm_referrer=explore
Pt. Sinergi Ayu Semesta,Personal Assistant to Director,"Tanah Sareal, Bogor, Jawa Barat, Indonesia",Rp3jt-Rp4jt,"Creative Problem Solving, Travel Management, Microsoft Office, Good Communication Skills, Time Management","Minimal lulusan D3 atau setara., Kemampuan komunikasi lisan dan tertulis yang baik dalam bahasa Indonesia. Kemampuan berkomunikasi dalam bahasa Inggris adalah nilai tambah., Kemampuan menggunakan perangkat lunak produktivitas seperti Microsoft Office (Word, Excel, PowerPoint), email, dan kalender online., Kemampuan untuk mengelola waktu, jadwal, dan tugas-tugas dengan baik., Kemampuan untuk menjaga kerahasiaan informasi pribadi dan bisnis., Kemampuan untuk menangani beberapa tugas sekaligus dengan baik., Pengalaman dalam mengatur perjalanan, rapat, dan acara adalah nilai tambah., Kepatuhan, keterampilan adaptasi, dan kemampuan untuk bekerja dalam tekanan.",https://glints.com/id/opportunities/jobs/personal-assistant-to-director/341d595e-86ce-4497-b8e2-e70a54313974?utm_referrer=explore
Pt. Sinergi Ayu Semesta,Videografer & Editor,"Tanah Sareal, Bogor, Jawa Barat, Indonesia",Rp3jt-Rp4jt,"Fotografi & Videografi, Editing Video, Video Editor, Video Editing, Product Knowledge, Videography, Good Communication Skills","Pengalaman kerja sebelumnya sebagai videographer dan editor, terutama dalam industri skincare atau kecantikan akan menjadi nilai tambah., Keterampilan yang kuat dalam penggunaan perangkat lunak pengeditan video seperti Adobe Premiere Pro, Final Cut Pro, atau sejenisnya., Kemampuan mengoperasikan kamera dan peralatan videografi., Kemampuan untuk menghasilkan konten video berkualitas dengan pemahaman yang baik tentang komposisi visual dan pencahayaan., Pemahaman yang baik tentang tren dalam industri media sosial dan konten digital., Kreativitas yang tinggi dan kemampuan untuk berpikir ""out of the box"" dalam pembuatan video., Kemampuan untuk bekerja secara mandiri dan dalam tim., Keterampilan komunikasi yang baik untuk berkolaborasi dengan tim pemasaran dan brand management., Pemahaman tentang produk skincare dan pengetahuan tentang teknik penggunaan skincare akan menjadi nilai tambah.",https://glints.com/id/opportunities/jobs/videografer-and-editor/78de2ed3-975c-4285-9e41-2cfd19f1ed5e?utm_referrer=explore
PT. Bintang Ibarbo Boga,SPG dan SPB,"Kapanewon Sleman, Kab. Sleman, DI Yogyakarta, Indonesia","Rp2,2jt-Rp2,5jt","Sales Promotion, Pemasaran & Promosi, Kasir","Menawarkan produk dan melakukan penjualan di outlet, Memberikan pelayanan informasi produk kepada pelanggan, Membantu memantau stok barang, kerapian, dan kebersihan display barang, Membuat dan memberikan laporan penjualan dan stok rutin, Mencapai target penjualan yang telah ditentukan",https://glints.com/id/opportunities/jobs/spg-dan-spb/8d290a49-74ef-46fb-a821-06986c6c6cd1?utm_referrer=explore
Brain Optimax,Clinical Psychology Internship,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Rp1jt-Rp1jt,"People Skills, Enjoy Teaching Children, Academic Research","Assist psychologists in conducting psychological assessments on children, teens and young adults with challenges such as cognitive/ neurodevelopmental disorders, e.g., ASD, ADD/ADHD, anxiety, depression, etc. using qEEG, psychometric tools, etc., Participate in projects to educate Brain Optimax's target audience, including but not limited to article research, course creation, social media posting, etc., Assist in administering interventions/therapy sessions using an eclectic mix of modalities including but not limited to neuro-modulation, etc., Assist in preparing clients' progress reports and other administrative tasks.",https://glints.com/id/opportunities/jobs/clinical-psychology-internship/f73561cc-d299-44a6-9ace-814b4f7605db?utm_referrer=explore
